Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5
56,0,0,1,1,0,0,1,0,1,1
57,0,1,1,1,1,1,0,0,0,0
58,0,1,1,0,1,1,1,0,1,1
59,0,0,1,0,1,0,0,0,0,0
60,1,1,0,1,1,0,1,0,0,1
61,0,0,1,1,1,0,1,1,1,1
62,1,1,1,1,0,0,1,1,1,0
63,1,1,0,0,1,1,1,1,0,0
64,0,0,0,1,1,0,1,1,0,1
65,0,1,1,0,1,1,1,0,0,1
66,0,0,1,1,1,0,0,0,0,1
67,1,0,0,1,1,1,0,1,1,1
68,1,1,1,0,0,0,0,0,0,0
69,1,1,1,0,1,0,0,0,1,0
70,0,1,1,0,1,1,0,0,0,1
71,0,0,1,1,0,0,1,0,1,1
72,0,0,1,1,0,1,1,1,0,0
73,1,1,1,1,1,1,1,1,1,0
74,0,1,1,0,0,1,1,0,0,0
75,1,1,0,1,1,0,1,1,0,0
76,0,0,1,0,1,0,0,1,0,1
77,1,0,1,1,1,0,0,0,1,1
78,1,0,0,0,1,0,0,1,0,1
79,0,0,1,1,1,1,0,0,0,1
80,1,0,1,0,1,0,0,0,1,1
81,0,1,1,0,0,0,0,0,0,1
82,1,0,0,0,1,1,0,1,0,1
83,0,1,1,1,1,0,0,1,0,1
84,0,1,0,1,0,1,0,0,1,0
85,0,0,1,1,1,0,1,0,0,1
86,0,0,0,1,1,0,1,0,0,0
87,0,1,0,0,1,0,1,1,0,0
88,0,1,1,1,0,0,0,1,1,1
89,0,1,0,1,0,1,1,1,1,0
90,0,1,0,1,0,1,1,0,0,0
91,1,1,0,0,1,1,0,0,0,0
92,1,1,0,0,1,0,1,0,0,1
93,1,1,0,0,0,0,0,1,0,1
94,0,0,0,0,1,1,0,0,0,1
95,0,1,0,0,1,1,1,0,1,0
96,1,0,0,1,1,0,0,0,0,1
97,1,1,1,1,0,0,1,0,1,1
98,1,1,0,0,1,0,1,1,0,0
99,0,0,1,1,1,1,0,1,0,1
100,0,1,0,0,1,0,1,1,1,1
101,1,1,1,1,0,0,1,0,0,1
102,0,1,0,1,0,0,0,1,0,1
103,0,0,0,1,1,1,1,1,1,0
104,0,1,1,0,0,0,1,1,0,1
105,0,1,1,1,1,0,0,0,1,0
106,1,0,1,1,0,0,1,0,0,1
107,1,1,0,0,1,0,0,0,1,0
108,0,1,1,1,1,0,0,1,1,0
109,1,0,1,1,0,0,0,0,1,0
110,0,1,1,1,1,1,0,0,1,0
111,0,1,0,1,0,1,0,1,0,0
112,0,0,0,0,1,0,0,0,1,0
113,1,0,1,1,1,0,1,0,1,0
114,1,1,1,1,1,1,1,1,0,1
115,1,1,0,1,1,1,1,1,0,0
116,1,1,0,1,1,1,0,0,0,0
117,1,0,0,0,1,0,1,0,0,1
118,0,1,1,1,1,0,1,1,0,1
119,0,1,1,1,0,1,0,0,1,0
120,0,1,0,1,1,0,1,0,0,1
121,0,1,0,1,1,1,1,1,0,1
122,1,0,0,1,0,1,0,0,1,1
123,1,1,1,0,1,1,0,0,0,1
124,1,1,1,0,1,0,1,1,1,0
125,0,0,1,1,0,0,0,0,0,0
126,1,1,1,0,1,1,0,1,1,0
127,0,1,1,0,0,1,1,1,1,1
128,1,1,1,1,0,0,0,1,1,0
129,0,1,0,0,1,1,0,1,0,1
130,0,1,0,1,1,1,0,0,0,0
131,1,0,1,1,1,0,1,1,1,1
132,1,1,1,0,0,0,0,1,1,0
133,1,1,1,1,0,0,1,0,1,1
134,1,1,0,1,0,0,0,1,1,0
135,0,1,1,1,1,1,0,0,1,0
136,0,1,0,1,1,0,0,1,1,1
137,1,1,1,1,0,1,0,0,1,1
138,1,1,1,1,0,1,0,0,0,1
139,1,1,1,0,1,0,1,0,0,1
140,0,1,0,1,0,0,0,1,1,0
141,1,0,1,0,0,1,1,0,0,1
142,0,0,1,1,0,0,1,1,1,0
143,1,0,1,1,1,0,1,1,1,0
144,0,1,0,1,0,0,0,1,0,0
145,1,1,1,1,0,1,0,0,0,1
146,1,1,1,1,0,0,0,0,1,1
147,1,1,1,1,0,0,0,0,0,1
148,0,1,1,1,0,0,1,0,1,0
149,1,0,1,1,1,0,0,1,1,1
150,1,1,0,1,1,1,0,1,0,1
151,0,0,1,1,1,0,1,0,1,1
152,0,1,0,1,1,0,1,0,0,1
153,1,1,1,1,1,1,1,0,0,1
154,1,1,1,1,1,0,1,1,1,0
155,0,1,1,1,1,1,0,1,1,0
156,0,1,0,1,1,0,1,1,1,1
157,0,1,1,0,1,0,0,1,0,0
158,1,0,1,0,1,0,1,1,1,0
159,1,1,1,1,1,1,0,1,1,1
160,0,1,1,0,1,0,1,0,1,1
161,1,0,0,1,1,1,0,1,0,1
162,1,1,0,1,0,1,1,0,0,1
163,0,1,1,1,1,0,0,1,1,1
164,0,1,1,0,1,0,1,0,1,0
165,0,0,0,1,1,1,0,0,0,0
166,0,0,1,0,1,0,1,0,1,0
167,0,0,1,1,1,0,1,0,1,1
168,1,0,0,1,0,1,0,1,1,0
169,0,1,0,1,1,0,0,0,0,0
170,0,1,0,1,1,1,0,1,1,1
171,0,0,1,1,0,0,0,1,1,1
172,0,1,0,1,1,1,1,0,1,0
173,0,1,1,0,0,0,1,1,1,1
174,1,1,0,0,1,1,1,1,0,0
175,1,0,0,1,0,0,0,1,1,1
176,0,1,0,0,1,1,0,0,0,0
177,1,0,1,0,1,0,0,0,0,1
178,0,1,0,1,1,0,1,1,1,0
179,0,1,1,0,1,0,1,0,0,1
180,1,0,1,1,1,0,0,0,0,1
181,1,1,1,1,1,0,1,0,0,1
182,1,1,1,0,1,0,1,1,1,0
183,1,1,1,1,0,0,1,1,1,0
184,1,1,1,1,1,0,1,1,1,0
185,1,0,1,0,1,1,1,0,1,1
186,1,0,1,1,1,1,1,0,0,0
187,1,1,1,0,0,1,0,1,1,1
188,1,0,0,1,1,1,0,1,1,1
189,1,1,1,0,0,0,0,0,0,1
190,0,1,0,0,0,0,1,0,0,0
191,0,1,1,0,1,1,1,1,0,1
192,0,1,0,1,1,0,1,0,1,1
193,1,1,0,1,1,1,1,1,0,1
194,1,1,0,0,1,1,1,0,1,1
195,1,1,0,1,1,1,0,1,0,0
196,0,1,1,1,1,0,0,0,1,0
197,0,1,0,1,0,1,1,0,1,1
198,0,1,1,0,1,0,1,0,1,0
199,1,1,0,0,1,0,1,0,1,0
