Generation,best_mate_1,best_mate_2,best_mate_3,best_mate_4,best_mate_5,worst_mate_1,worst_mate_2,worst_mate_3,worst_mate_4,worst_mate_5
111,1,0,1,1,1,1,1,1,0,1
112,1,1,1,0,0,1,0,0,0,1
113,1,1,1,0,1,1,1,1,0,0
114,0,0,0,0,1,0,1,0,1,1
115,0,1,1,1,1,0,0,0,1,1
116,1,1,1,1,1,0,1,0,0,0
117,0,0,1,0,0,0,0,0,0,1
118,1,1,1,1,0,1,0,0,0,1
119,0,1,1,1,0,1,1,0,1,1
120,0,1,0,1,1,1,1,0,1,1
121,1,0,0,1,1,0,1,0,1,0
122,1,1,1,0,0,0,1,0,1,1
123,0,1,0,1,0,0,0,0,1,0
124,0,1,1,1,1,1,0,0,1,0
125,1,1,1,0,1,1,0,0,0,1
126,1,0,0,1,0,1,1,0,1,1
127,1,1,0,1,1,0,1,0,0,1
128,0,0,1,1,0,0,1,0,0,1
129,1,1,1,0,1,1,0,0,1,0
130,1,0,1,0,1,1,1,0,0,1
131,1,1,0,1,1,1,0,0,1,0
132,0,1,0,1,1,1,0,0,1,1
133,0,1,0,1,0,1,1,0,1,1
134,1,1,1,1,0,0,1,0,1,0
135,1,0,0,1,0,1,1,1,1,0
136,0,0,1,1,1,0,0,0,0,1
137,0,0,1,0,1,0,1,0,0,1
138,1,1,1,1,1,1,0,0,1,1
139,0,0,1,1,0,1,1,0,0,1
140,0,0,1,1,1,0,0,0,1,0
141,0,0,0,1,0,1,1,0,1,1
142,0,1,1,1,1,1,0,1,1,1
143,0,0,1,1,0,0,0,1,0,0
144,1,1,1,0,1,0,0,0,1,1
145,1,1,1,1,1,1,0,1,0,1
146,1,0,1,1,1,1,0,1,1,1
147,1,1,1,1,0,0,0,0,1,0
148,1,0,1,1,1,1,0,0,0,0
149,0,1,0,1,1,1,1,1,1,0
150,0,1,1,0,1,0,1,1,0,0
151,0,0,0,1,1,1,0,1,0,1
152,0,0,0,1,1,0,0,0,1,1
153,0,1,1,1,0,0,0,0,0,1
154,0,1,1,0,0,1,1,0,1,1
155,0,1,1,1,0,0,0,1,1,0
156,1,1,0,1,0,1,0,1,1,1
157,0,1,0,1,0,1,0,0,0,1
158,0,1,1,0,0,0,1,1,0,0
159,1,0,1,1,0,0,1,1,1,0
160,0,0,0,1,0,0,0,0,0,1
161,0,0,0,0,1,0,0,0,1,0
162,0,0,1,0,1,1,1,0,1,0
163,0,1,0,0,1,1,0,0,0,1
164,1,1,0,0,1,0,0,1,1,0
165,1,0,0,1,1,0,0,1,1,0
166,1,1,0,1,0,1,0,1,0,1
167,0,0,1,1,1,0,0,1,1,0
168,1,0,0,1,1,0,1,0,1,1
169,0,1,1,1,0,1,1,1,1,0
170,1,0,1,0,1,0,1,1,1,0
171,1,0,1,0,0,1,0,1,0,0
172,0,0,1,1,0,1,0,1,1,0
173,1,0,1,0,0,0,1,1,0,0
174,0,0,1,1,0,0,1,0,0,1
175,0,1,0,0,1,0,1,1,1,0
176,1,1,1,1,0,1,0,1,0,1
177,0,0,1,0,1,1,1,0,1,0
178,0,0,1,1,0,0,0,1,1,1
179,0,1,0,0,1,0,0,1,1,0
180,1,0,0,1,0,1,0,1,0,0
181,1,1,1,0,0,0,0,0,0,1
182,1,0,1,1,0,1,0,0,0,0
183,1,1,0,0,0,0,0,1,0,1
184,1,0,1,1,1,0,1,0,0,0
185,0,1,0,1,0,0,1,0,1,0
186,0,1,1,0,1,0,0,1,0,1
187,0,1,1,0,1,1,0,1,1,1
188,0,1,1,0,1,0,0,0,1,0
189,0,0,0,1,1,0,0,0,1,1
190,0,1,1,0,1,0,1,0,1,0
191,0,1,1,1,1,0,1,1,0,1
192,1,1,0,0,1,0,0,0,1,1
193,0,1,0,1,0,0,0,0,1,1
194,1,0,1,1,1,0,0,0,1,1
195,0,1,0,1,1,0,1,0,0,1
196,1,1,1,1,1,1,0,1,0,1
197,1,1,1,0,1,0,0,1,0,0
198,1,1,1,1,1,1,1,0,1,0
199,1,1,1,1,1,0,1,1,0,1
